"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0071840","cellular component organization or biogenesis",29,0.841118161479393,2.3204222544482,1.06599139170727e-10,1.46040820663896e-08,1.12209620179713e-09,253,"tags=55%, list=9%, signal=51%","MED23/UFSP2/UFL1/DHX30/STK3/ASCC3/EP300/NEK9/FMR1/NEK1/DDRGK1/MED1/NCOA1/MED15/ZNF598/PKN1"
"GO:0016043","cellular component organization",28,0.845028441253594,2.30519745719804,2.28965866808472e-10,1.56841618763803e-08,1.20508350951827e-09,253,"tags=57%, list=9%, signal=53%","MED23/UFSP2/UFL1/DHX30/STK3/ASCC3/EP300/NEK9/FMR1/NEK1/DDRGK1/MED1/NCOA1/MED15/ZNF598/PKN1"
"GO:0044085","cellular component biogenesis",18,0.87499884379024,2.16480205259585,3.23828991611778e-08,1.47881906169379e-06,1.1362420758308e-07,169,"tags=56%, list=6%, signal=53%","MED23/UFL1/DHX30/STK3/EP300/NEK9/FMR1/NEK1/MED1/MED15"
"GO:0032501","multicellular organismal process",23,0.835079933078816,2.17308464338864,4.49572070821874e-08,1.53978434256492e-06,1.18308439689967e-07,299,"tags=61%, list=10%, signal=55%","UFSP2/UFL1/DHX30/STK3/NCOA2/EP300/FMR1/DDRGK1/MED1/NCOA1/MED15/PKN3/PKN1/GPATCH3"
"GO:0008150","biological_process",50,0.70085675253643,2.1243344356029,1.07719593526113e-07,2.10822633043964e-06,1.61984351167087e-07,299,"tags=42%, list=10%, signal=38%","MED23/UFSP2/UFL1/DHX30/STK3/ASCC3/NCOA2/EP300/NEK9/FMR1/NEK1/DDRGK1/MED1/NCOA1/MED15/ZNF598/PKN3/NCOA7/ASCC1/PKN1/GPATCH3"
"GO:0009987","cellular process",50,0.70085675253643,2.1243344356029,1.07719593526113e-07,2.10822633043964e-06,1.61984351167087e-07,299,"tags=42%, list=10%, signal=38%","MED23/UFSP2/UFL1/DHX30/STK3/ASCC3/NCOA2/EP300/NEK9/FMR1/NEK1/DDRGK1/MED1/NCOA1/MED15/ZNF598/PKN3/NCOA7/ASCC1/PKN1/GPATCH3"
"GO:0022607","cellular component assembly",16,0.883862960043589,2.12353408575654,8.77509695232833e-08,2.10822633043964e-06,1.61984351167087e-07,169,"tags=62%, list=6%, signal=59%","MED23/UFL1/DHX30/STK3/EP300/NEK9/FMR1/NEK1/MED1/MED15"
"GO:0006996","organelle organization",17,0.866435902698361,2.10824240931846,2.00237776070697e-07,3.04806392463172e-06,2.34196229322453e-07,188,"tags=59%, list=6%, signal=55%","UFSP2/UFL1/DHX30/STK3/ASCC3/EP300/FMR1/NEK1/DDRGK1/ZNF598"
"GO:0051094","positive regulation of developmental process",12,0.909499256056724,2.03974725639494,2.00214559131729e-07,3.04806392463172e-06,2.34196229322453e-07,132,"tags=67%, list=4%, signal=64%","UFL1/STK3/NCOA2/EP300/FMR1/DDRGK1/MED1/NCOA1"
"GO:0043933","protein-containing complex organization",12,0.906150437374116,2.03223681185689,2.74241964507731e-07,3.75711491375591e-06,2.88675752113401e-07,169,"tags=67%, list=6%, signal=63%","MED23/UFL1/DHX30/STK3/EP300/NEK9/MED1/MED15"
"GO:0048731","system development",12,0.902989023682907,2.02514666322837,3.88880549095811e-07,4.84333047510237e-06,3.72134496742403e-07,253,"tags=75%, list=9%, signal=69%","UFL1/DHX30/STK3/EP300/FMR1/DDRGK1/MED1/NCOA1/PKN1"
"GO:0050896","response to stimulus",31,0.761811841025345,2.13869428314896,9.24815670774821e-07,7.08270800147584e-06,5.44195774220195e-07,299,"tags=52%, list=10%, signal=47%","UFSP2/UFL1/STK3/ASCC3/NCOA2/EP300/NEK9/FMR1/DDRGK1/MED1/NCOA1/PKN3/NCOA7/ASCC1/PKN1/GPATCH3"
"GO:0051716","cellular response to stimulus",31,0.761811841025345,2.13869428314896,9.24815670774821e-07,7.08270800147584e-06,5.44195774220195e-07,299,"tags=52%, list=10%, signal=47%","UFSP2/UFL1/STK3/ASCC3/NCOA2/EP300/NEK9/FMR1/DDRGK1/MED1/NCOA1/PKN3/NCOA7/ASCC1/PKN1/GPATCH3"
"GO:0010646","regulation of cell communication",20,0.822258153866719,2.0811333800416,1.00842402810546e-06,7.08270800147584e-06,5.44195774220195e-07,299,"tags=60%, list=10%, signal=54%","UFSP2/UFL1/STK3/NCOA2/EP300/NEK9/FMR1/DDRGK1/MED1/NCOA1/PKN1/GPATCH3"
"GO:0023051","regulation of signaling",20,0.822258153866719,2.0811333800416,1.00842402810546e-06,7.08270800147584e-06,5.44195774220195e-07,299,"tags=60%, list=10%, signal=54%","UFSP2/UFL1/STK3/NCOA2/EP300/NEK9/FMR1/DDRGK1/MED1/NCOA1/PKN1/GPATCH3"
"GO:0050789","regulation of biological process",39,0.712612068190906,2.07373481126119,1.03397197101837e-06,7.08270800147584e-06,5.44195774220195e-07,299,"tags=46%, list=10%, signal=42%","MED23/UFSP2/UFL1/STK3/NCOA2/EP300/NEK9/FMR1/DDRGK1/MED1/NCOA1/MED15/ZNF598/PKN3/NCOA7/ASCC1/PKN1/GPATCH3"
"GO:0050794","regulation of cellular process",39,0.712612068190906,2.07373481126119,1.03397197101837e-06,7.08270800147584e-06,5.44195774220195e-07,299,"tags=46%, list=10%, signal=42%","MED23/UFSP2/UFL1/STK3/NCOA2/EP300/NEK9/FMR1/DDRGK1/MED1/NCOA1/MED15/ZNF598/PKN3/NCOA7/ASCC1/PKN1/GPATCH3"
"GO:0065007","biological regulation",39,0.712612068190906,2.07373481126119,1.03397197101837e-06,7.08270800147584e-06,5.44195774220195e-07,299,"tags=46%, list=10%, signal=42%","MED23/UFSP2/UFL1/STK3/NCOA2/EP300/NEK9/FMR1/DDRGK1/MED1/NCOA1/MED15/ZNF598/PKN3/NCOA7/ASCC1/PKN1/GPATCH3"
"GO:0008152","metabolic process",45,0.691036207082314,2.0598526326524,9.75573757242737e-07,7.08270800147584e-06,5.44195774220195e-07,362,"tags=44%, list=12%, signal=40%","MED23/UFSP2/UFL1/STK3/ASCC3/NCOA2/EP300/FMR1/NEK1/DDRGK1/MED1/NCOA1/MED15/ZNF598/PKN3/NCOA7/ASCC1/PKN1/GPATCH3/GPATCH1"
"GO:0043170","macromolecule metabolic process",45,0.691036207082314,2.0598526326524,9.75573757242737e-07,7.08270800147584e-06,5.44195774220195e-07,362,"tags=44%, list=12%, signal=40%","MED23/UFSP2/UFL1/STK3/ASCC3/NCOA2/EP300/FMR1/NEK1/DDRGK1/MED1/NCOA1/MED15/ZNF598/PKN3/NCOA7/ASCC1/PKN1/GPATCH3/GPATCH1"
"GO:0048583","regulation of response to stimulus",22,0.805373830956058,2.08674161967735,1.13341772503672e-06,7.32749868008603e-06,5.63004124478373e-07,299,"tags=55%, list=10%, signal=49%","UFSP2/UFL1/STK3/NCOA2/EP300/NEK9/DDRGK1/MED1/NCOA1/NCOA7/PKN1/GPATCH3"
"GO:0044238","primary metabolic process",44,0.6982571326878,2.08444005532017,1.2048226528429e-06,7.32749868008603e-06,5.63004124478373e-07,362,"tags=45%, list=12%, signal=40%","MED23/UFSP2/UFL1/STK3/ASCC3/NCOA2/EP300/FMR1/NEK1/DDRGK1/MED1/NCOA1/MED15/ZNF598/PKN3/NCOA7/ASCC1/PKN1/GPATCH3/GPATCH1"
"GO:0065003","protein-containing complex assembly",11,0.915530850633083,2.00058796603297,1.23016401198525e-06,7.32749868008603e-06,5.63004124478373e-07,169,"tags=73%, list=6%, signal=69%","MED23/UFL1/DHX30/STK3/EP300/NEK9/MED1/MED15"
"GO:0048856","anatomical structure development",19,0.833073158680282,2.09421097677512,1.54406490526006e-06,8.81403716752619e-06,6.77221449675466e-07,253,"tags=53%, list=9%, signal=48%","UFL1/DHX30/STK3/NCOA2/EP300/FMR1/DDRGK1/MED1/NCOA1/PKN1"
"GO:0051239","regulation of multicellular organismal process",19,0.827616575040746,2.08049400938211,2.0719391271132e-06,1.13542264165803e-05,8.72395421942398e-07,299,"tags=58%, list=10%, signal=52%","UFSP2/UFL1/STK3/NCOA2/EP300/FMR1/DDRGK1/MED1/NCOA1/PKN1/GPATCH3"
"GO:0050793","regulation of developmental process",17,0.840446621968593,2.04500437445456,2.260178189033e-06,1.146831155176e-05,8.81161087342299e-07,253,"tags=53%, list=9%, signal=49%","UFL1/STK3/NCOA2/EP300/FMR1/DDRGK1/MED1/NCOA1/PKN1"
"GO:0045595","regulation of cell differentiation",12,0.888886485061545,1.99351869402491,2.19927849350907e-06,1.146831155176e-05,8.81161087342299e-07,132,"tags=58%, list=4%, signal=56%","UFL1/STK3/EP300/FMR1/DDRGK1/MED1/NCOA1"
"GO:0009058","biosynthetic process",42,0.687144885669724,2.03656182640803,2.84122242009364e-06,1.29749157184276e-05,9.96920147401278e-07,423,"tags=45%, list=14%, signal=39%","MED23/UFSP2/UFL1/STK3/ASCC3/NCOA2/EP300/FMR1/DDRGK1/MED1/NCOA1/MED15/ZNF598/NCOA7/ASCC1/PKN1/GPATCH3/GPATCH1/PABPC1"
"GO:0009059","macromolecule biosynthetic process",42,0.687144885669724,2.03656182640803,2.84122242009364e-06,1.29749157184276e-05,9.96920147401278e-07,423,"tags=45%, list=14%, signal=39%","MED23/UFSP2/UFL1/STK3/ASCC3/NCOA2/EP300/FMR1/DDRGK1/MED1/NCOA1/MED15/ZNF598/NCOA7/ASCC1/PKN1/GPATCH3/GPATCH1/PABPC1"
"GO:0010467","gene expression",42,0.687144885669724,2.03656182640803,2.84122242009364e-06,1.29749157184276e-05,9.96920147401278e-07,423,"tags=45%, list=14%, signal=39%","MED23/UFSP2/UFL1/STK3/ASCC3/NCOA2/EP300/FMR1/DDRGK1/MED1/NCOA1/MED15/ZNF598/NCOA7/ASCC1/PKN1/GPATCH3/GPATCH1/PABPC1"
