"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0036211","protein modification process",12,0.953750230830613,2.19541254018319,3.4773987246443e-10,4.76403625276269e-08,1.20793850435013e-08,108,"tags=92%, list=4%, signal=89%","ZNF598/PKN3/PKN1/ASCC3/NEK6/STK3/NEK1/WNK1/UFL1/EP300/MED1"
"GO:0019538","protein metabolic process",23,0.851824406702153,2.34532790061124,2.30482307104446e-09,1.57880380366546e-07,4.00311375497196e-08,188,"tags=70%, list=6%, signal=66%","ZNF598/PKN3/PKN1/ASCC3/NCOA3/NEK6/UFSP2/STK3/NEK1/ASCC2/WNK1/PABPC1/UFL1/EP300/MED1/TRIP4"
"GO:0044238","primary metabolic process",44,0.719851813100327,2.27065132230678,1.21489408614224e-08,5.54801632671625e-07,1.4067194681647e-07,333,"tags=50%, list=11%, signal=45%","ZNF598/PKN3/MED15/PKN1/ASCC3/NCOA3/NEK6/NCOA7/UFSP2/STK3/NEK1/ASCC2/WNK1/PABPC1/UFL1/EP300/MED1/TRIP4/GPATCH3/NCOA2/DDX5/DHX29"
"GO:0008152","metabolic process",45,0.716177778895831,2.26993561466821,2.99836859906433e-08,8.21552996143627e-07,2.08307713198154e-07,333,"tags=49%, list=11%, signal=44%","ZNF598/PKN3/MED15/PKN1/ASCC3/NCOA3/NEK6/NCOA7/UFSP2/STK3/NEK1/ASCC2/WNK1/PABPC1/UFL1/EP300/MED1/TRIP4/GPATCH3/NCOA2/DDX5/DHX29"
"GO:0043170","macromolecule metabolic process",45,0.716177778895831,2.26993561466821,2.99836859906433e-08,8.21552996143627e-07,2.08307713198154e-07,333,"tags=49%, list=11%, signal=44%","ZNF598/PKN3/MED15/PKN1/ASCC3/NCOA3/NEK6/NCOA7/UFSP2/STK3/NEK1/ASCC2/WNK1/PABPC1/UFL1/EP300/MED1/TRIP4/GPATCH3/NCOA2/DDX5/DHX29"
"GO:0032501","multicellular organismal process",23,0.790304502687373,2.17594516610215,6.50947562896769e-07,7.66068759138558e-06,1.94239485605628e-06,412,"tags=65%, list=14%, signal=57%","PKN3/MED15/PKN1/NCOA3/UFSP2/STK3/WNK1/UFL1/EP300/MED1/GPATCH3/NCOA2/DDX5/AGGF1/DHX30"
"GO:0009058","biosynthetic process",42,0.687391619562878,2.15606120443172,5.87533974347741e-07,7.66068759138558e-06,1.94239485605628e-06,333,"tags=45%, list=11%, signal=41%","ZNF598/MED15/PKN1/ASCC3/NCOA3/NCOA7/UFSP2/STK3/ASCC2/WNK1/PABPC1/UFL1/EP300/MED1/TRIP4/GPATCH3/NCOA2/DDX5/DHX29"
"GO:0009059","macromolecule biosynthetic process",42,0.687391619562878,2.15606120443172,5.87533974347741e-07,7.66068759138558e-06,1.94239485605628e-06,333,"tags=45%, list=11%, signal=41%","ZNF598/MED15/PKN1/ASCC3/NCOA3/NCOA7/UFSP2/STK3/ASCC2/WNK1/PABPC1/UFL1/EP300/MED1/TRIP4/GPATCH3/NCOA2/DDX5/DHX29"
"GO:0010467","gene expression",42,0.687391619562878,2.15606120443172,5.87533974347741e-07,7.66068759138558e-06,1.94239485605628e-06,333,"tags=45%, list=11%, signal=41%","ZNF598/MED15/PKN1/ASCC3/NCOA3/NCOA7/UFSP2/STK3/ASCC2/WNK1/PABPC1/UFL1/EP300/MED1/TRIP4/GPATCH3/NCOA2/DDX5/DHX29"
"GO:0008150","biological_process",50,0.664672380787139,2.14971559223066,4.596820473544e-07,7.66068759138558e-06,1.94239485605628e-06,371,"tags=50%, list=13%, signal=44%","ZNF598/PKN3/MED15/PKN1/ASCC3/NCOA3/NEK6/ANKRD28/NCOA7/UFSP2/STK3/NEK1/ASCC2/WNK1/PPP6R1/PABPC1/UFL1/EP300/MED1/TRIP4/GPATCH3/NCOA2/DDX5/DHX29/AGGF1"
"GO:0009987","cellular process",50,0.664672380787139,2.14971559223066,4.596820473544e-07,7.66068759138558e-06,1.94239485605628e-06,371,"tags=50%, list=13%, signal=44%","ZNF598/PKN3/MED15/PKN1/ASCC3/NCOA3/NEK6/ANKRD28/NCOA7/UFSP2/STK3/NEK1/ASCC2/WNK1/PPP6R1/PABPC1/UFL1/EP300/MED1/TRIP4/GPATCH3/NCOA2/DDX5/DHX29/AGGF1"
"GO:0043412","macromolecule modification",13,0.887994826947125,2.10574382654856,6.71009132092168e-07,7.66068759138558e-06,1.94239485605628e-06,108,"tags=85%, list=4%, signal=82%","ZNF598/PKN3/PKN1/ASCC3/NEK6/STK3/NEK1/WNK1/UFL1/EP300/MED1"
"GO:0009889","regulation of biosynthetic process",32,0.728261476453013,2.15120680773502,1.2039918026553e-06,9.22642685441978e-06,2.33939367034846e-06,333,"tags=56%, list=11%, signal=50%","ZNF598/MED15/PKN1/NCOA3/NCOA7/UFSP2/STK3/ASCC2/WNK1/PABPC1/UFL1/EP300/MED1/TRIP4/GPATCH3/NCOA2/DDX5/DHX29"
"GO:0010468","regulation of gene expression",32,0.728261476453013,2.15120680773502,1.2039918026553e-06,9.22642685441978e-06,2.33939367034846e-06,333,"tags=56%, list=11%, signal=50%","ZNF598/MED15/PKN1/NCOA3/NCOA7/UFSP2/STK3/ASCC2/WNK1/PABPC1/UFL1/EP300/MED1/TRIP4/GPATCH3/NCOA2/DDX5/DHX29"
"GO:0010556","regulation of macromolecule biosynthetic process",32,0.728261476453013,2.15120680773502,1.2039918026553e-06,9.22642685441978e-06,2.33939367034846e-06,333,"tags=56%, list=11%, signal=50%","ZNF598/MED15/PKN1/NCOA3/NCOA7/UFSP2/STK3/ASCC2/WNK1/PABPC1/UFL1/EP300/MED1/TRIP4/GPATCH3/NCOA2/DDX5/DHX29"
